SQL_ID,PLAN_HASH_VALUE,ID,OPERATION,OPTIONS,OBJECT_NAME,OPTIMIZER,COST,CPU_COST,IO_COST,TIME
7nf0u4jpc4bs9,586309506,10,FIXED TABLE,FIXED INDEX,X$KSUSE (ind:1),,0.0,3551.0,0.0,
7nf0u4jpc4bs9,586309506,11,FIXED TABLE,FIXED INDEX,X$KSLED (ind:2),,0.0,3550.0,0.0,
g8xdh7tzxwc1p,4131712988,0,SELECT STATEMENT,,,CHOOSE,3.0,,,
g8xdh7tzxwc1p,4131712988,1,SORT,AGGREGATE,,,,,,
g8xdh7tzxwc1p,4131712988,2,NESTED LOOPS,,,,3.0,16833.0,3.0,1.0
g8xdh7tzxwc1p,4131712988,3,TABLE ACCESS,BY INDEX ROWID,TS$,,1.0,8511.0,1.0,1.0
g8xdh7tzxwc1p,4131712988,4,INDEX,UNIQUE SCAN,I_TS1,,0.0,1050.0,0.0,
g8xdh7tzxwc1p,4131712988,5,TABLE ACCESS,FULL,FILE$,,2.0,8321.0,2.0,1.0
cn3wrukcwscgh,755978977,0,SELECT STATEMENT,,,ALL_ROWS,2.0,,,
cn3wrukcwscgh,755978977,1,TABLE ACCESS,FULL,TEST_AUDIT,,2.0,7121.0,2.0,1.0
5rurx5xtjwcu2,185276389,0,SELECT STATEMENT,,,ALL_ROWS,1.0,,,
5rurx5xtjwcu2,185276389,1,NESTED LOOPS,,,,0.0,7101.0,0.0,
5rurx5xtjwcu2,185276389,2,FIXED TABLE,FIXED INDEX,X$KSPPI (ind:1),,0.0,3551.0,0.0,
5rurx5xtjwcu2,185276389,3,FIXED TABLE,FIXED INDEX,X$KSPPCV (ind:1),,0.0,3551.0,0.0,
5rurx5xtjwcu2,185276389,0,SELECT STATEMENT,,,ALL_ROWS,1.0,,,
5rurx5xtjwcu2,185276389,1,NESTED LOOPS,,,,0.0,7101.0,0.0,
5rurx5xtjwcu2,185276389,2,FIXED TABLE,FIXED INDEX,X$KSPPI (ind:1),,0.0,3551.0,0.0,
5rurx5xtjwcu2,185276389,3,FIXED TABLE,FIXED INDEX,X$KSPPCV (ind:1),,0.0,3551.0,0.0,
5rurx5xtjwcu2,185276389,0,SELECT STATEMENT,,,ALL_ROWS,1.0,,,
5rurx5xtjwcu2,185276389,1,NESTED LOOPS,,,,0.0,7101.0,0.0,
5rurx5xtjwcu2,185276389,2,FIXED TABLE,FIXED INDEX,X$KSPPI (ind:1),,0.0,3551.0,0.0,
5rurx5xtjwcu2,185276389,3,FIXED TABLE,FIXED INDEX,X$KSPPCV (ind:1),,0.0,3551.0,0.0,
5rurx5xtjwcu2,185276389,0,SELECT STATEMENT,,,ALL_ROWS,1.0,,,
5rurx5xtjwcu2,185276389,1,NESTED LOOPS,,,,0.0,7101.0,0.0,
5rurx5xtjwcu2,185276389,2,FIXED TABLE,FIXED INDEX,X$KSPPI (ind:1),,0.0,3551.0,0.0,
5rurx5xtjwcu2,185276389,3,FIXED TABLE,FIXED INDEX,X$KSPPCV (ind:1),,0.0,3551.0,0.0,
5rurx5xtjwcu2,185276389,0,SELECT STATEMENT,,,ALL_ROWS,1.0,,,
5rurx5xtjwcu2,185276389,1,NESTED LOOPS,,,,0.0,7100.0,0.0,
5rurx5xtjwcu2,185276389,2,FIXED TABLE,FIXED INDEX,X$KSPPI (ind:1),,0.0,3550.0,0.0,
5rurx5xtjwcu2,185276389,3,FIXED TABLE,FIXED INDEX,X$KSPPCV (ind:1),,0.0,3550.0,0.0,
5rurx5xtjwcu2,185276389,0,SELECT STATEMENT,,,ALL_ROWS,1.0,,,
5rurx5xtjwcu2,185276389,1,NESTED LOOPS,,,,0.0,7100.0,0.0,
5rurx5xtjwcu2,185276389,2,FIXED TABLE,FIXED INDEX,X$KSPPI (ind:1),,0.0,3550.0,0.0,
5rurx5xtjwcu2,185276389,3,FIXED TABLE,FIXED INDEX,X$KSPPCV (ind:1),,0.0,3550.0,0.0,
avf5k3k0x0cxn,3746835944,0,INSERT STATEMENT,,,ALL_ROWS,3.0,,,
avf5k3k0x0cxn,3746835944,1,LOAD TABLE CONVENTIONAL,,STATS_ADVISOR_FILTER_OBJ$,,,,,
avf5k3k0x0cxn,3746835944,2,HASH JOIN,SEMI,,,3.0,614693.0,3.0,1.0
avf5k3k0x0cxn,3746835944,3,TABLE ACCESS,FULL,STATS_ADVISOR_FILTER_OBJ$,,2.0,7121.0,2.0,1.0
avf5k3k0x0cxn,3746835944,4,VIEW,,VW_NSO_1,,1.0,7321.0,1.0,1.0
avf5k3k0x0cxn,3746835944,5,TABLE ACCESS,BY INDEX ROWID BATCHED,STATS_ADVISOR_FILTER_OBJ$,,1.0,7321.0,1.0,1.0
avf5k3k0x0cxn,3746835944,6,INDEX,RANGE SCAN,I_STATS_ADVISOR_FILTER_OBJ$,,1.0,7321.0,1.0,1.0
avf5k3k0x0cxn,3746835944,0,INSERT STATEMENT,,,ALL_ROWS,3.0,,,
avf5k3k0x0cxn,3746835944,1,LOAD TABLE CONVENTIONAL,,STATS_ADVISOR_FILTER_OBJ$,,,,,
avf5k3k0x0cxn,3746835944,2,HASH JOIN,SEMI,,,3.0,614693.0,3.0,1.0
avf5k3k0x0cxn,3746835944,3,TABLE ACCESS,FULL,STATS_ADVISOR_FILTER_OBJ$,,2.0,7121.0,2.0,1.0
avf5k3k0x0cxn,3746835944,4,VIEW,,VW_NSO_1,,1.0,7321.0,1.0,1.0
avf5k3k0x0cxn,3746835944,5,TABLE ACCESS,BY INDEX ROWID BATCHED,STATS_ADVISOR_FILTER_OBJ$,,1.0,7321.0,1.0,1.0
avf5k3k0x0cxn,3746835944,6,INDEX,RANGE SCAN,I_STATS_ADVISOR_FILTER_OBJ$,,1.0,7321.0,1.0,1.0
c3uk9spac8d28,1905530822,0,DELETE STATEMENT,,,CHOOSE,2.0,,,
c3uk9spac8d28,1905530822,1,DELETE,,LIBRARY$,,,,,
c3uk9spac8d28,1905530822,2,TABLE ACCESS,CLUSTER,LIBRARY$,,2.0,15443.0,2.0,1.0
c3uk9spac8d28,1905530822,3,INDEX,UNIQUE SCAN,I_OBJ#,,1.0,8171.0,1.0,1.0
67n5u0a0q4d7u,3261403946,0,SELECT STATEMENT,,,CHOOSE,1.0,,,
67n5u0a0q4d7u,3261403946,1,TABLE ACCESS,BY INDEX ROWID,DIR$,,1.0,8361.0,1.0,1.0
67n5u0a0q4d7u,3261403946,2,INDEX,UNIQUE SCAN,I_DIR1,,0.0,1050.0,0.0,
67n5u0a0q4d7u,3261403946,0,SELECT STATEMENT,,,ALL_ROWS,1.0,,,
67n5u0a0q4d7u,3261403946,1,TABLE ACCESS,BY INDEX ROWID,DIR$,,1.0,8361.0,1.0,1.0
67n5u0a0q4d7u,3261403946,2,INDEX,UNIQUE SCAN,I_DIR1,,0.0,1050.0,0.0,
67n5u0a0q4d7u,3261403946,0,SELECT STATEMENT,,,CHOOSE,1.0,,,
67n5u0a0q4d7u,3261403946,1,TABLE ACCESS,BY INDEX ROWID,DIR$,,1.0,8361.0,1.0,1.0
67n5u0a0q4d7u,3261403946,2,INDEX,UNIQUE SCAN,I_DIR1,,0.0,1050.0,0.0,
0s0s74y04cdmn,2213556405,0,DELETE STATEMENT,,,CHOOSE,1.0,,,
0s0s74y04cdmn,2213556405,1,DELETE,,SQLTXL$,,,,,
0s0s74y04cdmn,2213556405,2,INDEX,UNIQUE SCAN,I_SQLTXL$_1,,0.0,1050.0,0.0,
68710chxghdqh,1523890200,0,SELECT STATEMENT,,,CHOOSE,1.0,,,
68710chxghdqh,1523890200,1,TABLE ACCESS,BY INDEX ROWID BATCHED,RMTAB$,,1.0,200.0,1.0,1.0
68710chxghdqh,1523890200,2,INDEX,RANGE SCAN,STAB_RMTAB$,,1.0,200.0,1.0,1.0
9s5cdq3h4nfbj,3752461848,0,SELECT STATEMENT,,,CHOOSE,2.0,,,
9s5cdq3h4nfbj,3752461848,1,FILTER,,,,,,,
9s5cdq3h4nfbj,3752461848,2,TABLE ACCESS,FULL,DUAL,,2.0,7271.0,2.0,1.0
cw5z8q8v50fhr,284444568,0,SELECT STATEMENT,,,CHOOSE,3.0,,,
cw5z8q8v50fhr,284444568,1,SORT,UNIQUE,,,3.0,36876170.0,2.0,1.0
cw5z8q8v50fhr,284444568,2,TABLE ACCESS,FULL,AUDIT_NG$,,2.0,7601.0,2.0,1.0
cw5z8q8v50fhr,284444568,0,SELECT STATEMENT,,,CHOOSE,3.0,,,
cw5z8q8v50fhr,284444568,1,SORT,UNIQUE,,,3.0,37830386.0,2.0,1.0
cw5z8q8v50fhr,284444568,2,TABLE ACCESS,FULL,AUDIT_NG$,,2.0,7601.0,2.0,1.0
4ft4m4udscftj,1324076331,0,SELECT STATEMENT,,,CHOOSE,2.0,,,
4ft4m4udscftj,1324076331,1,SORT,GROUP BY,,,,,,
4ft4m4udscftj,1324076331,2,TABLE ACCESS,FULL,RESOURCE_CONSUMER_GROUP$,,2.0,12881.0,2.0,1.0
4ft4m4udscftj,1324076331,0,SELECT STATEMENT,,,CHOOSE,2.0,,,
4ft4m4udscftj,1324076331,1,SORT,GROUP BY,,,,,,
4ft4m4udscftj,1324076331,2,TABLE ACCESS,FULL,RESOURCE_CONSUMER_GROUP$,,2.0,12881.0,2.0,1.0
4ft4m4udscftj,1324076331,0,SELECT STATEMENT,,,CHOOSE,2.0,,,
4ft4m4udscftj,1324076331,1,SORT,GROUP BY,,,,,,
4ft4m4udscftj,1324076331,2,TABLE ACCESS,FULL,RESOURCE_CONSUMER_GROUP$,,2.0,,2.0,
16zvc7xj54fw3,2997506133,0,SELECT STATEMENT,,,CHOOSE,2.0,,,
16zvc7xj54fw3,2997506133,1,SORT,AGGREGATE,,,,,,
16zvc7xj54fw3,2997506133,2,PARTITION LIST,SINGLE,,,2.0,7121.0,2.0,1.0
16zvc7xj54fw3,2997506133,3,TABLE ACCESS,FULL,ROPP$X$KCCDI,,2.0,7121.0,2.0,1.0
9bvdr0ur4nfy2,0,0,INSERT STATEMENT,,,CHOOSE,1.0,,,
9bvdr0ur4nfy2,0,1,LOAD TABLE CONVENTIONAL,,COL$,,,,,
cgtc5gb7c4g07,856063356,0,SELECT STATEMENT,,,CHOOSE,3.0,,,
cgtc5gb7c4g07,856063356,1,SORT,ORDER BY,,,3.0,36875690.0,2.0,1.0
cgtc5gb7c4g07,856063356,2,TABLE ACCESS,FULL,WRM$_WR_CONTROL,,2.0,7121.0,2.0,1.0
cgtc5gb7c4g07,856063356,0,SELECT STATEMENT,,,CHOOSE,4.0,,,
cgtc5gb7c4g07,856063356,1,SORT,ORDER BY,,,4.0,37858702.0,3.0,1.0
cgtc5gb7c4g07,856063356,2,TABLE ACCESS,FULL,WRM$_WR_CONTROL,,3.0,35917.0,3.0,1.0
6v4a2t96qwg16,1796099912,0,SELECT STATEMENT,,,CHOOSE,,,,
6v4a2t96qwg16,1796099912,1,FIXED TABLE,FULL,X$KESWXMON,,,,,
bmcj2k06ncg3y,740120789,0,SELECT STATEMENT,,,CHOOSE,5.0,,,
bmcj2k06ncg3y,740120789,1,SORT,ORDER BY,,,5.0,193729098.0,0.0,1.0
bmcj2k06ncg3y,740120789,2,VIEW,,,,4.0,154343900.0,0.0,1.0
bmcj2k06ncg3y,740120789,3,UNION-ALL,,,,,,,
bmcj2k06ncg3y,740120789,4,VIEW,,,,2.0,61343900.0,0.0,1.0
bmcj2k06ncg3y,740120789,5,UNION-ALL,,,,,,,
bmcj2k06ncg3y,740120789,6,PARTITION LIST,ALL,,,1.0,30669248.0,0.0,1.0
bmcj2k06ncg3y,740120789,7,CONTAINERS,FULL,SCHEDULER$_JOB_REFRESH,,1.0,30669248.0,0.0,1.0
bmcj2k06ncg3y,740120789,8,PARTITION LIST,ALL,,,1.0,30674653.0,0.0,1.0
bmcj2k06ncg3y,740120789,9,CONTAINERS,FULL,SCHEDULER$_LWJOB_REFRESH,,1.0,30674653.0,0.0,1.0
bmcj2k06ncg3y,740120789,10,PARTITION LIST,ALL,,,1.0,46500000.0,0.0,1.0
bmcj2k06ncg3y,740120789,11,CONTAINERS,FULL,SCHEDULER$_WINDOW_REFRESH,,1.0,46500000.0,0.0,1.0
bmcj2k06ncg3y,740120789,12,PARTITION LIST,ALL,,,1.0,46500000.0,0.0,1.0
bmcj2k06ncg3y,740120789,13,CONTAINERS,FULL,SCHEDULER$_WINDOW_REFRESH,,1.0,46500000.0,0.0,1.0
5fnpzan0fcgqw,848612181,0,SELECT STATEMENT,,,CHOOSE,,,,
5fnpzan0fcgqw,848612181,1,FIXED TABLE,FULL,X$QESRSTATALL,,,,,
gtf6tgc2ycgxx,2546093158,0,SELECT STATEMENT,,,CHOOSE,1.0,,,
gtf6tgc2ycgxx,2546093158,1,SORT,AGGREGATE,,,,,,
gtf6tgc2ycgxx,2546093158,2,INDEX,RANGE SCAN,XDB$SCHEMA_URL,,1.0,7321.0,1.0,1.0
gtf6tgc2ycgxx,2546093158,0,SELECT STATEMENT,,,CHOOSE,1.0,,,
gtf6tgc2ycgxx,2546093158,1,SORT,AGGREGATE,,,,,,
gtf6tgc2ycgxx,2546093158,2,INDEX,RANGE SCAN,XDB$SCHEMA_URL,,1.0,7321.0,1.0,1.0
gtf6tgc2ycgxx,2546093158,0,SELECT STATEMENT,,,CHOOSE,1.0,,,
gtf6tgc2ycgxx,2546093158,1,SORT,AGGREGATE,,,,,,
gtf6tgc2ycgxx,2546093158,2,INDEX,RANGE SCAN,XDB$SCHEMA_URL,,1.0,7321.0,1.0,1.0
d1ftdjh6qnh2a,2970138452,0,SELECT STATEMENT,,,CHOOSE,2.0,,,
d1ftdjh6qnh2a,2970138452,1,TABLE ACCESS,CLUSTER,TAB$,,2.0,16023.0,2.0,1.0
d1ftdjh6qnh2a,2970138452,2,INDEX,UNIQUE SCAN,I_OBJ#,,1.0,8171.0,1.0,1.0
6kucyxfkgsh2c,4166463352,0,DELETE STATEMENT,,,CHOOSE,2.0,,,
6kucyxfkgsh2c,4166463352,1,DELETE,,COL_GROUP_USAGE$,,,,,
6kucyxfkgsh2c,4166463352,2,COUNT,STOPKEY,,,,,,
6kucyxfkgsh2c,4166463352,3,FILTER,,,,,,,
6kucyxfkgsh2c,4166463352,4,TABLE ACCESS,BY INDEX ROWID BATCHED,COL_GROUP_USAGE$,,0.0,200.0,0.0,
6kucyxfkgsh2c,4166463352,5,INDEX,RANGE SCAN,PK_COL_GROUP_USAGE$,,0.0,200.0,0.0,
6kucyxfkgsh2c,4166463352,6,INDEX,RANGE SCAN,I_OBJ1,,2.0,14443.0,2.0,1.0
2360z2hxanh3w,3822037476,0,SELECT STATEMENT,,,CHOOSE,,,,
2360z2hxanh3w,3822037476,1,SORT,ORDER BY,,,0.0,0.0,0.0,
2360z2hxanh3w,3822037476,2,FIXED TABLE,FULL,X$LOBSTAT,,,,,
dwuunm9zgshb3,365024276,0,SELECT STATEMENT,,,ALL_ROWS,2.0,,,
dwuunm9zgshb3,365024276,1,SORT,AGGREGATE,,,,,,
dwuunm9zgshb3,365024276,2,HASH JOIN,,,,2.0,77321970.0,0.0,1.0
dwuunm9zgshb3,365024276,3,FIXED TABLE,FULL,X$KEWX_SEGMENTS,,0.0,355000.0,0.0,
dwuunm9zgshb3,365024276,4,VIEW,,,,2.0,76366620.0,0.0,1.0
dwuunm9zgshb3,365024276,5,UNION-ALL,,,,,,,
dwuunm9zgshb3,365024276,6,HASH,UNIQUE,,,1.0,38183310.0,0.0,1.0
dwuunm9zgshb3,365024276,7,FIXED TABLE,FULL,X$KEWX_SEGMENTS,,0.0,360525.0,0.0,
dwuunm9zgshb3,365024276,8,HASH,UNIQUE,,,1.0,38183310.0,0.0,1.0
dwuunm9zgshb3,365024276,9,FIXED TABLE,FULL,X$KEWX_LOBS,,0.0,360525.0,0.0,
d5dwkp3y7whdj,2545933069,0,SELECT STATEMENT,,,CHOOSE,2.0,,,
d5dwkp3y7whdj,2545933069,1,COUNT,STOPKEY,,,,,,
d5dwkp3y7whdj,2545933069,2,INDEX,FULL SCAN,WRI$_OPTSTAT_TAB_MODEL_I1,,0.0,220.0,0.0,
d5dwkp3y7whdj,2545933069,3,TABLE ACCESS,CLUSTER,TAB$,,2.0,15443.0,2.0,1.0
d5dwkp3y7whdj,2545933069,4,INDEX,UNIQUE SCAN,I_OBJ#,,1.0,8171.0,1.0,1.0
7usdntr2hnhn4,3719197465,0,SELECT STATEMENT,,,ALL_ROWS,8.0,,,
7usdntr2hnhn4,3719197465,1,SORT,ORDER BY,,,8.0,75689271.0,6.0,1.0
7usdntr2hnhn4,3719197465,2,VIEW,,,,7.0,37862592.0,6.0,1.0
7usdntr2hnhn4,3719197465,3,WINDOW,SORT PUSHED RANK,,,7.0,37862592.0,6.0,1.0
7usdntr2hnhn4,3719197465,4,HASH JOIN,OUTER,,,6.0,39807.0,6.0,1.0
7usdntr2hnhn4,3719197465,5,NESTED LOOPS,OUTER,,,6.0,39807.0,6.0,1.0
7usdntr2hnhn4,3719197465,6,STATISTICS COLLECTOR,,,,,,,
7usdntr2hnhn4,3719197465,7,HASH JOIN,OUTER,,,5.0,31636.0,5.0,1.0
7usdntr2hnhn4,3719197465,8,NESTED LOOPS,OUTER,,,5.0,31636.0,5.0,1.0
7usdntr2hnhn4,3719197465,9,STATISTICS COLLECTOR,,,,,,,
7usdntr2hnhn4,3719197465,10,HASH JOIN,OUTER,,,4.0,23464.0,4.0,1.0
7usdntr2hnhn4,3719197465,11,NESTED LOOPS,OUTER,,,4.0,23464.0,4.0,1.0
7usdntr2hnhn4,3719197465,12,STATISTICS COLLECTOR,,,,,,,
7usdntr2hnhn4,3719197465,13,HASH JOIN,OUTER,,,3.0,15293.0,3.0,1.0
7usdntr2hnhn4,3719197465,14,NESTED LOOPS,OUTER,,,3.0,15293.0,3.0,1.0
7usdntr2hnhn4,3719197465,15,STATISTICS COLLECTOR,,,,,,,
7usdntr2hnhn4,3719197465,16,TABLE ACCESS,FULL,AUD$,,2.0,7121.0,2.0,1.0
7usdntr2hnhn4,3719197465,17,INDEX,RANGE SCAN,I_AUDIT_ACTIONS,,1.0,8171.0,1.0,1.0
7usdntr2hnhn4,3719197465,18,INDEX,FAST FULL SCAN,I_AUDIT_ACTIONS,,1.0,8171.0,1.0,1.0
7usdntr2hnhn4,3719197465,19,INDEX,RANGE SCAN,I_SYSTEM_PRIVILEGE_MAP,,1.0,8171.0,1.0,1.0
7usdntr2hnhn4,3719197465,20,INDEX,FAST FULL SCAN,I_SYSTEM_PRIVILEGE_MAP,,1.0,8171.0,1.0,1.0
7usdntr2hnhn4,3719197465,21,INDEX,RANGE SCAN,I_SYSTEM_PRIVILEGE_MAP,,1.0,8171.0,1.0,1.0
7usdntr2hnhn4,3719197465,22,INDEX,FAST FULL SCAN,I_SYSTEM_PRIVILEGE_MAP,,1.0,8171.0,1.0,1.0
7usdntr2hnhn4,3719197465,23,INDEX,RANGE SCAN,I_STMT_AUDIT_OPTION_MAP,,1.0,8171.0,1.0,1.0
7usdntr2hnhn4,3719197465,24,INDEX,FAST FULL SCAN,I_STMT_AUDIT_OPTION_MAP,,1.0,8171.0,1.0,1.0
594pq0zwpnhn8,2439154950,0,SELECT STATEMENT,,,CHOOSE,2.0,,,
594pq0zwpnhn8,2439154950,1,FOR UPDATE,,,,,,,
594pq0zwpnhn8,2439154950,2,BUFFER,SORT,,,,,,
594pq0zwpnhn8,2439154950,3,TABLE ACCESS,BY INDEX ROWID BATCHED,WRI$_ALERT_THRESHOLD,,2.0,14678.0,2.0,1.0
594pq0zwpnhn8,2439154950,4,INDEX,RANGE SCAN,WRI$_ALERT_THRESHOLD_PK,,1.0,7321.0,1.0,1.0
4dub32v0snhp3,869954730,0,SELECT STATEMENT,,,CHOOSE,,,,
4dub32v0snhp3,869954730,1,SORT,AGGREGATE,,,,,,
4dub32v0snhp3,869954730,2,MERGE JOIN,,,,,,,
4dub32v0snhp3,869954730,3,VIEW,,,,,,,
4dub32v0snhp3,869954730,4,SORT,UNIQUE,,,,,,
4dub32v0snhp3,869954730,5,VIEW,,,,,,,
4dub32v0snhp3,869954730,6,UNION-ALL,,,,,,,
4dub32v0snhp3,869954730,7,FIXED TABLE,FULL,X$KEWX_SEGMENTS,,,,,
4dub32v0snhp3,869954730,8,FIXED TABLE,FULL,X$KEWX_LOBS,,,,,
4dub32v0snhp3,869954730,9,FIXED TABLE,FULL,X$KEWX_INDEXES,,,,,
4dub32v0snhp3,869954730,10,SORT,JOIN,,,,,,
4dub32v0snhp3,869954730,11,FIXED TABLE,FULL,X$KEWX_SEGMENTS,,,,,
35hatv0pj8hw7,1892017237,0,SELECT STATEMENT,,,CHOOSE,5.0,,,
35hatv0pj8hw7,1892017237,1,NESTED LOOPS,,,,5.0,41857.0,5.0,1.0
35hatv0pj8hw7,1892017237,2,NESTED LOOPS,,,,4.0,33176.0,4.0,1.0
35hatv0pj8hw7,1892017237,3,TABLE ACCESS,BY INDEX ROWID,TRIGGER$,,2.0,17563.0,2.0,1.0
35hatv0pj8hw7,1892017237,4,INDEX,FULL SCAN,I_TRIGGER2,,1.0,7921.0,1.0,1.0
35hatv0pj8hw7,1892017237,5,TABLE ACCESS,BY INDEX ROWID,OBJ$,,2.0,15613.0,2.0,1.0
35hatv0pj8hw7,1892017237,6,INDEX,RANGE SCAN,I_OBJ1,,1.0,8221.0,1.0,1.0
35hatv0pj8hw7,1892017237,7,TABLE ACCESS,CLUSTER,USER$,,1.0,8681.0,1.0,1.0
35hatv0pj8hw7,1892017237,8,INDEX,UNIQUE SCAN,I_USER#,,0.0,1050.0,0.0,
dhdqqpq8nnhxd,1049659782,0,SELECT STATEMENT,,,CHOOSE,,,,
dhdqqpq8nnhxd,1049659782,1,FIXED TABLE,FULL,X$KCCFN,,,,,
duxkuw4cahj58,1388734953,0,SELECT STATEMENT,,,ALL_ROWS,2.0,,,
duxkuw4cahj58,1388734953,1,FAST DUAL,,,,2.0,7271.0,2.0,1.0
duxkuw4cahj58,1388734953,0,SELECT STATEMENT,,,ALL_ROWS,2.0,,,
duxkuw4cahj58,1388734953,1,FAST DUAL,,,,2.0,7271.0,2.0,1.0
cvnf9c2bfhj9g,2161114502,0,SELECT STATEMENT,,,ALL_ROWS,18.0,,,
cvnf9c2bfhj9g,2161114502,1,VIEW,,ALL_TAB_PARTITIONS,,18.0,,18.0,
cvnf9c2bfhj9g,2161114502,2,UNION-ALL,,,,,,,
cvnf9c2bfhj9g,2161114502,3,FILTER,,,,,,,
cvnf9c2bfhj9g,2161114502,4,HASH JOIN,,,,6.0,,6.0,
cvnf9c2bfhj9g,2161114502,5,NESTED LOOPS,,,,6.0,,6.0,
cvnf9c2bfhj9g,2161114502,6,STATISTICS COLLECTOR,,,,,,,
cvnf9c2bfhj9g,2161114502,7,HASH JOIN,,,,5.0,,5.0,
cvnf9c2bfhj9g,2161114502,8,NESTED LOOPS,,,,5.0,,5.0,
cvnf9c2bfhj9g,2161114502,9,STATISTICS COLLECTOR,,,,,,,
cvnf9c2bfhj9g,2161114502,10,HASH JOIN,OUTER,,,4.0,,4.0,
cvnf9c2bfhj9g,2161114502,11,NESTED LOOPS,OUTER,,,4.0,,4.0,
cvnf9c2bfhj9g,2161114502,12,STATISTICS COLLECTOR,,,,,,,
cvnf9c2bfhj9g,2161114502,13,HASH JOIN,,,,3.0,,3.0,
cvnf9c2bfhj9g,2161114502,14,NESTED LOOPS,,,,3.0,,3.0,
cvnf9c2bfhj9g,2161114502,15,STATISTICS COLLECTOR,,,,,,,
cvnf9c2bfhj9g,2161114502,16,NESTED LOOPS,OUTER,,,2.0,,2.0,
cvnf9c2bfhj9g,2161114502,17,NESTED LOOPS,,,,2.0,,2.0,
cvnf9c2bfhj9g,2161114502,18,TABLE ACCESS,BY INDEX ROWID,USER$,,1.0,,1.0,
cvnf9c2bfhj9g,2161114502,19,INDEX,UNIQUE SCAN,I_USER1,,,,,
cvnf9c2bfhj9g,2161114502,20,INDEX,RANGE SCAN,I_OBJ2,,1.0,,1.0,
cvnf9c2bfhj9g,2161114502,21,INDEX,RANGE SCAN,I_IMSVC1,,,,,
cvnf9c2bfhj9g,2161114502,22,TABLE ACCESS,BY INDEX ROWID,TABPART$,,1.0,,1.0,
cvnf9c2bfhj9g,2161114502,23,INDEX,UNIQUE SCAN,I_TABPART_OBJ$,,,,,
cvnf9c2bfhj9g,2161114502,24,TABLE ACCESS,FULL,TABPART$,,1.0,,1.0,
cvnf9c2bfhj9g,2161114502,25,TABLE ACCESS,CLUSTER,SEG$,,1.0,,1.0,
cvnf9c2bfhj9g,2161114502,26,INDEX,UNIQUE SCAN,I_FILE#_BLOCK#,,,,,
cvnf9c2bfhj9g,2161114502,27,TABLE ACCESS,FULL,SEG$,,1.0,,1.0,
cvnf9c2bfhj9g,2161114502,28,TABLE ACCESS,CLUSTER,TAB$,,1.0,,1.0,
cvnf9c2bfhj9g,2161114502,29,INDEX,UNIQUE SCAN,I_OBJ#,,,,,
cvnf9c2bfhj9g,2161114502,30,TABLE ACCESS,FULL,TAB$,,1.0,,1.0,
cvnf9c2bfhj9g,2161114502,31,TABLE ACCESS,CLUSTER,TS$,,1.0,,1.0,
cvnf9c2bfhj9g,2161114502,32,INDEX,UNIQUE SCAN,I_TS#,,,,,
cvnf9c2bfhj9g,2161114502,33,TABLE ACCESS,FULL,TS$,,1.0,,1.0,
cvnf9c2bfhj9g,2161114502,34,NESTED LOOPS,SEMI,,,2.0,,2.0,
cvnf9c2bfhj9g,2161114502,35,FIXED TABLE,FULL,X$KZSRO,,1.0,,1.0,
cvnf9c2bfhj9g,2161114502,36,INDEX,RANGE SCAN,I_OBJAUTH2,,1.0,,1.0,
cvnf9c2bfhj9g,2161114502,37,FIXED TABLE,FULL,X$KZSPR,,1.0,,1.0,
cvnf9c2bfhj9g,2161114502,38,FILTER,,,,,,,
cvnf9c2bfhj9g,2161114502,39,HASH JOIN,,,,4.0,,4.0,
cvnf9c2bfhj9g,2161114502,40,NESTED LOOPS,,,,4.0,,4.0,
cvnf9c2bfhj9g,2161114502,41,STATISTICS COLLECTOR,,,,,,,
cvnf9c2bfhj9g,2161114502,42,HASH JOIN,,,,3.0,,3.0,
cvnf9c2bfhj9g,2161114502,43,NESTED LOOPS,,,,3.0,,3.0,
cvnf9c2bfhj9g,2161114502,44,STATISTICS COLLECTOR,,,,,,,
cvnf9c2bfhj9g,2161114502,45,NESTED LOOPS,,,,2.0,,2.0,
cvnf9c2bfhj9g,2161114502,46,TABLE ACCESS,BY INDEX ROWID,USER$,,1.0,,1.0,
cvnf9c2bfhj9g,2161114502,47,INDEX,UNIQUE SCAN,I_USER1,,,,,
cvnf9c2bfhj9g,2161114502,48,INDEX,RANGE SCAN,I_OBJ2,,1.0,,1.0,
cvnf9c2bfhj9g,2161114502,49,TABLE ACCESS,BY INDEX ROWID,TABPART$,,1.0,,1.0,
cvnf9c2bfhj9g,2161114502,50,INDEX,UNIQUE SCAN,I_TABPART_OBJ$,,,,,
cvnf9c2bfhj9g,2161114502,51,TABLE ACCESS,FULL,TABPART$,,1.0,,1.0,
cvnf9c2bfhj9g,2161114502,52,TABLE ACCESS,CLUSTER,TAB$,,1.0,,1.0,
cvnf9c2bfhj9g,2161114502,53,INDEX,UNIQUE SCAN,I_OBJ#,,,,,
cvnf9c2bfhj9g,2161114502,54,TABLE ACCESS,FULL,TAB$,,1.0,,1.0,
cvnf9c2bfhj9g,2161114502,55,NESTED LOOPS,SEMI,,,2.0,,2.0,
cvnf9c2bfhj9g,2161114502,56,FIXED TABLE,FULL,X$KZSRO,,1.0,,1.0,
cvnf9c2bfhj9g,2161114502,57,INDEX,RANGE SCAN,I_OBJAUTH2,,1.0,,1.0,
