SQL_ID,PLAN_HASH_VALUE,ID,OPERATION,OPTIONS,OBJECT_NAME,OPTIMIZER,COST,CPU_COST,IO_COST,TIME
38hpmnhjywkz4,2433063139,0,SELECT STATEMENT,,,CHOOSE,3.0,,,
38hpmnhjywkz4,2433063139,1,TABLE ACCESS,CLUSTER,TS$,,3.0,21564.0,3.0,1.0
38hpmnhjywkz4,2433063139,2,INDEX,RANGE SCAN,I_TS#,,1.0,7321.0,1.0,1.0
2zwc2ytqtwkzc,185276389,0,SELECT STATEMENT,,,ALL_ROWS,1.0,,,
2zwc2ytqtwkzc,185276389,1,NESTED LOOPS,,,,0.0,7101.0,0.0,
2zwc2ytqtwkzc,185276389,2,FIXED TABLE,FIXED INDEX,X$KSPPI (ind:1),,0.0,3551.0,0.0,
2zwc2ytqtwkzc,185276389,3,FIXED TABLE,FIXED INDEX,X$KSPPCV (ind:1),,0.0,3551.0,0.0,
4zmbcythh0m13,1719331284,0,INSERT STATEMENT,,,CHOOSE,94.0,,,
4zmbcythh0m13,1719331284,1,LOAD TABLE CONVENTIONAL,,WRI$_DBU_USAGE_SAMPLE,,,,,
4zmbcythh0m13,1719331284,2,FILTER,,,,,,,
4zmbcythh0m13,1719331284,3,MERGE JOIN,CARTESIAN,,,94.0,3536465000.0,0.0,1.0
4zmbcythh0m13,1719331284,4,MERGE JOIN,CARTESIAN,,,1.0,36465000.0,0.0,1.0
4zmbcythh0m13,1719331284,5,MERGE JOIN,CARTESIAN,,,0.0,1465000.0,0.0,
4zmbcythh0m13,1719331284,6,MERGE JOIN,CARTESIAN,,,0.0,1115000.0,0.0,
4zmbcythh0m13,1719331284,7,MERGE JOIN,CARTESIAN,,,0.0,735000.0,0.0,
4zmbcythh0m13,1719331284,8,FIXED TABLE,FULL,X$KCCDI,,0.0,380000.0,0.0,
4zmbcythh0m13,1719331284,9,BUFFER,SORT,,,0.0,355000.0,0.0,
4zmbcythh0m13,1719331284,10,FIXED TABLE,FULL,X$KVIT,,0.0,355000.0,0.0,
4zmbcythh0m13,1719331284,11,BUFFER,SORT,,,0.0,760000.0,0.0,
4zmbcythh0m13,1719331284,12,FIXED TABLE,FULL,X$KSUXSINST,,0.0,380000.0,0.0,
4zmbcythh0m13,1719331284,13,BUFFER,SORT,,,0.0,1085000.0,0.0,
4zmbcythh0m13,1719331284,14,FIXED TABLE,FULL,X$KCCDI2,,0.0,350000.0,0.0,
4zmbcythh0m13,1719331284,15,BUFFER,SORT,,,1.0,36115000.0,0.0,1.0
4zmbcythh0m13,1719331284,16,FIXED TABLE,FULL,X$QUIESCE,,0.0,350000.0,0.0,
4zmbcythh0m13,1719331284,17,BUFFER,SORT,,,93.0,3536115000.0,0.0,1.0
4zmbcythh0m13,1719331284,18,FIXED TABLE,FULL,X$KJIDT,,0.0,350000.0,0.0,
4zmbcythh0m13,1719331284,19,INDEX,UNIQUE SCAN,WRI$_DBU_USAGE_SAMPLE_PK,,0.0,1050.0,0.0,
69vx75t10wm1j,802872238,0,SELECT STATEMENT,,,ALL_ROWS,3.0,,,
69vx75t10wm1j,802872238,1,HASH JOIN,,,,3.0,17393.0,3.0,1.0
69vx75t10wm1j,802872238,2,NESTED LOOPS,,,,3.0,17393.0,3.0,1.0
69vx75t10wm1j,802872238,3,STATISTICS COLLECTOR,,,,,,,
69vx75t10wm1j,802872238,4,NESTED LOOPS,OUTER,,,2.0,9221.0,2.0,1.0
69vx75t10wm1j,802872238,5,NESTED LOOPS,,,,2.0,8171.0,2.0,1.0
69vx75t10wm1j,802872238,6,TABLE ACCESS,FULL,AUDIT$,,2.0,7121.0,2.0,1.0
69vx75t10wm1j,802872238,7,TABLE ACCESS,CLUSTER,USER$,,0.0,1050.0,0.0,
69vx75t10wm1j,802872238,8,INDEX,UNIQUE SCAN,I_USER#,,0.0,1050.0,0.0,
69vx75t10wm1j,802872238,9,TABLE ACCESS,CLUSTER,USER$,,0.0,1050.0,0.0,
69vx75t10wm1j,802872238,10,INDEX,UNIQUE SCAN,I_USER#,,0.0,1050.0,0.0,
69vx75t10wm1j,802872238,11,INDEX,RANGE SCAN,I_STMT_AUDIT_OPTION_MAP,,1.0,8171.0,1.0,1.0
69vx75t10wm1j,802872238,12,INDEX,FAST FULL SCAN,I_STMT_AUDIT_OPTION_MAP,,1.0,8171.0,1.0,1.0
0bzyrc5yb4m22,0,0,INSERT STATEMENT,,,CHOOSE,1.0,,,
0bzyrc5yb4m22,0,1,LOAD TABLE CONVENTIONAL,,AUD$,,,,,
6f1z7ma144m9j,2103147570,0,SELECT STATEMENT,,,CHOOSE,1.0,,,
6f1z7ma144m9j,2103147570,1,TABLE ACCESS,BY INDEX ROWID BATCHED,LINK$,,1.0,200.0,1.0,1.0
6f1z7ma144m9j,2103147570,2,INDEX,RANGE SCAN,I_LINK1,,1.0,200.0,1.0,1.0
7hj57uz99sm9k,4141019660,0,SELECT STATEMENT,,,CHOOSE,2.0,,,
7hj57uz99sm9k,4141019660,1,TABLE ACCESS,CLUSTER,CLU$,,2.0,15843.0,2.0,1.0
7hj57uz99sm9k,4141019660,2,INDEX,UNIQUE SCAN,I_OBJ#,,1.0,8171.0,1.0,1.0
7hj57uz99sm9k,4141019660,0,SELECT STATEMENT,,,CHOOSE,2.0,,,
7hj57uz99sm9k,4141019660,1,TABLE ACCESS,CLUSTER,CLU$,,2.0,15843.0,2.0,1.0
7hj57uz99sm9k,4141019660,2,INDEX,UNIQUE SCAN,I_OBJ#,,1.0,8171.0,1.0,1.0
7hj57uz99sm9k,4141019660,0,SELECT STATEMENT,,,CHOOSE,2.0,,,
7hj57uz99sm9k,4141019660,1,TABLE ACCESS,CLUSTER,CLU$,,2.0,,2.0,
7hj57uz99sm9k,4141019660,2,INDEX,UNIQUE SCAN,I_OBJ#,,1.0,,1.0,
7hj57uz99sm9k,4141019660,0,SELECT STATEMENT,,,CHOOSE,2.0,,,
7hj57uz99sm9k,4141019660,1,TABLE ACCESS,CLUSTER,CLU$,,2.0,,2.0,
7hj57uz99sm9k,4141019660,2,INDEX,UNIQUE SCAN,I_OBJ#,,1.0,,1.0,
7hj57uz99sm9k,4141019660,0,SELECT STATEMENT,,,CHOOSE,2.0,,,
7hj57uz99sm9k,4141019660,1,TABLE ACCESS,CLUSTER,CLU$,,2.0,15843.0,2.0,1.0
7hj57uz99sm9k,4141019660,2,INDEX,UNIQUE SCAN,I_OBJ#,,1.0,8171.0,1.0,1.0
2g7093tchsmsc,395742348,0,SELECT STATEMENT,,,ALL_ROWS,2.0,,,
2g7093tchsmsc,395742348,1,TABLE ACCESS,FULL,SERVICE$,,2.0,7121.0,2.0,1.0
2g7093tchsmsc,395742348,0,SELECT STATEMENT,,,CHOOSE,2.0,,,
2g7093tchsmsc,395742348,1,TABLE ACCESS,FULL,SERVICE$,,2.0,,2.0,
f3af1tnzpsmx9,3419340782,0,SELECT STATEMENT,,,CHOOSE,8.0,,,
f3af1tnzpsmx9,3419340782,1,SORT,ORDER BY,,,8.0,77203342.0,6.0,1.0
f3af1tnzpsmx9,3419340782,2,VIEW,,,,7.0,39380467.0,6.0,1.0
f3af1tnzpsmx9,3419340782,3,UNION-ALL,,,,,,,
f3af1tnzpsmx9,3419340782,4,HASH JOIN,OUTER,,,5.0,64588.0,5.0,1.0
f3af1tnzpsmx9,3419340782,5,NESTED LOOPS,OUTER,,,5.0,64588.0,5.0,1.0
f3af1tnzpsmx9,3419340782,6,STATISTICS COLLECTOR,,,,,,,
f3af1tnzpsmx9,3419340782,7,VIEW,,,,4.0,56167.0,4.0,1.0
f3af1tnzpsmx9,3419340782,8,FILTER,,,,,,,
f3af1tnzpsmx9,3419340782,9,HASH JOIN,OUTER,,,4.0,56167.0,4.0,1.0
f3af1tnzpsmx9,3419340782,10,NESTED LOOPS,OUTER,,,4.0,56167.0,4.0,1.0
f3af1tnzpsmx9,3419340782,11,STATISTICS COLLECTOR,,,,,,,
f3af1tnzpsmx9,3419340782,12,TABLE ACCESS,FULL,SCHEDULER$_JOB,,3.0,47745.0,3.0,1.0
f3af1tnzpsmx9,3419340782,13,TABLE ACCESS,BY INDEX ROWID,SCHEDULER$_CLASS,,1.0,8421.0,1.0,1.0
f3af1tnzpsmx9,3419340782,14,INDEX,UNIQUE SCAN,SCHEDULER$_CLASS_PK,,0.0,1050.0,0.0,
f3af1tnzpsmx9,3419340782,15,TABLE ACCESS,FULL,SCHEDULER$_CLASS,,1.0,8421.0,1.0,1.0
f3af1tnzpsmx9,3419340782,16,TABLE ACCESS,FULL,SERVICE$,,2.0,9741.0,2.0,1.0
f3af1tnzpsmx9,3419340782,17,TABLE ACCESS,BY INDEX ROWID,SCHEDULER$_PROGRAM,,1.0,8421.0,1.0,1.0
f3af1tnzpsmx9,3419340782,18,INDEX,UNIQUE SCAN,SCHEDULER$_PROGRAM_PK,,0.0,1050.0,0.0,
f3af1tnzpsmx9,3419340782,19,TABLE ACCESS,FULL,SCHEDULER$_PROGRAM,,1.0,8421.0,1.0,1.0
f3af1tnzpsmx9,3419340782,20,HASH JOIN,OUTER,,,2.0,39315879.0,1.0,1.0
f3af1tnzpsmx9,3419340782,21,NESTED LOOPS,OUTER,,,2.0,39315879.0,1.0,1.0
f3af1tnzpsmx9,3419340782,22,STATISTICS COLLECTOR,,,,,,,
f3af1tnzpsmx9,3419340782,23,FILTER,,,,,,,
f3af1tnzpsmx9,3419340782,24,HASH JOIN,OUTER,,,1.0,39307418.0,0.0,1.0
f3af1tnzpsmx9,3419340782,25,NESTED LOOPS,,,,1.0,38267168.0,0.0,1.0
f3af1tnzpsmx9,3419340782,26,NESTED LOOPS,,,,1.0,38267168.0,0.0,1.0
f3af1tnzpsmx9,3419340782,27,VIEW,,,,1.0,38265085.0,0.0,1.0
f3af1tnzpsmx9,3419340782,28,NESTED LOOPS,OUTER,,,1.0,38265085.0,0.0,1.0
f3af1tnzpsmx9,3419340782,29,VIEW,,,,1.0,38264035.0,0.0,1.0
f3af1tnzpsmx9,3419340782,30,FILTER,,,,,,,
f3af1tnzpsmx9,3419340782,31,NESTED LOOPS,OUTER,,,1.0,38264035.0,0.0,1.0
f3af1tnzpsmx9,3419340782,32,VIEW,,SCHEDULER$_COMB_LW_JOB,,1.0,38262985.0,0.0,1.0
f3af1tnzpsmx9,3419340782,33,FILTER,,,,,,,
f3af1tnzpsmx9,3419340782,34,MERGE JOIN,OUTER,,,1.0,38262985.0,0.0,1.0
f3af1tnzpsmx9,3419340782,35,TABLE ACCESS,BY INDEX ROWID,SCHEDULER$_LIGHTWEIGHT_JOB,,0.0,200.0,0.0,
f3af1tnzpsmx9,3419340782,36,INDEX,FULL SCAN,SCHEDULER$_LWJOB_PK,,0.0,200.0,0.0,
f3af1tnzpsmx9,3419340782,37,SORT,JOIN,,,1.0,38262785.0,0.0,1.0
f3af1tnzpsmx9,3419340782,38,VIEW,,,,0.0,440000.0,0.0,
f3af1tnzpsmx9,3419340782,39,FIXED TABLE,FULL,X$JSKMIMRT,,0.0,440000.0,0.0,
f3af1tnzpsmx9,3419340782,40,TABLE ACCESS,BY INDEX ROWID,SCHEDULER$_CLASS,,0.0,1050.0,0.0,
f3af1tnzpsmx9,3419340782,41,INDEX,UNIQUE SCAN,SCHEDULER$_CLASS_PK,,0.0,1050.0,0.0,
f3af1tnzpsmx9,3419340782,42,TABLE ACCESS,FULL,SERVICE$,,2.0,9741.0,2.0,1.0
f3af1tnzpsmx9,3419340782,43,TABLE ACCESS,BY INDEX ROWID,SCHEDULER$_JOB,,0.0,1050.0,0.0,
f3af1tnzpsmx9,3419340782,44,INDEX,UNIQUE SCAN,SCHEDULER$_JOB_PK,,0.0,1050.0,0.0,
f3af1tnzpsmx9,3419340782,45,INDEX,UNIQUE SCAN,SCHEDULER$_LWJOB_PK,,0.0,1050.0,0.0,
f3af1tnzpsmx9,3419340782,46,TABLE ACCESS,BY INDEX ROWID,SCHEDULER$_LIGHTWEIGHT_JOB,,0.0,2083.0,0.0,
f3af1tnzpsmx9,3419340782,47,VIEW,,,,0.0,440000.0,0.0,
f3af1tnzpsmx9,3419340782,48,FIXED TABLE,FULL,X$JSKMIMRT,,0.0,440000.0,0.0,
f3af1tnzpsmx9,3419340782,49,TABLE ACCESS,BY INDEX ROWID,SCHEDULER$_PROGRAM,,1.0,8461.0,1.0,1.0
f3af1tnzpsmx9,3419340782,50,INDEX,UNIQUE SCAN,SCHEDULER$_PROGRAM_PK,,0.0,1050.0,0.0,
f3af1tnzpsmx9,3419340782,51,TABLE ACCESS,FULL,SCHEDULER$_PROGRAM,,1.0,8461.0,1.0,1.0
3mkdy3ns38nxf,1782884219,0,DELETE STATEMENT,,,CHOOSE,3.0,,,
3mkdy3ns38nxf,1782884219,1,DELETE,,WRI$_OPTSTAT_HISTHEAD_HISTORY,,,,,
3mkdy3ns38nxf,1782884219,2,COUNT,STOPKEY,,,,,,
3mkdy3ns38nxf,1782884219,3,FILTER,,,,,,,
3mkdy3ns38nxf,1782884219,4,TABLE ACCESS,BY GLOBAL INDEX ROWID BATCHED,WRI$_OPTSTAT_HISTHEAD_HISTORY,,3.0,118514.0,3.0,1.0
3mkdy3ns38nxf,1782884219,5,INDEX,RANGE SCAN,I_WRI$_OPTSTAT_HH_ST,,2.0,43243.0,2.0,1.0
7hy8hrv340p0b,2423818004,0,SELECT STATEMENT,,,ALL_ROWS,1.0,,,
7hy8hrv340p0b,2423818004,1,TABLE ACCESS,BY INDEX ROWID,SMB$CONFIG,,1.0,8341.0,1.0,1.0
7hy8hrv340p0b,2423818004,2,INDEX,UNIQUE SCAN,I_SMB$CONFIG_PKEY,,0.0,1050.0,0.0,
1704fuc5p4ppt,3161131930,0,SELECT STATEMENT,,,CHOOSE,2.0,,,
1704fuc5p4ppt,3161131930,1,TABLE ACCESS,FULL,REC_TAB$,,2.0,9221.0,2.0,1.0
00zsa9p9wcprj,2671056484,0,SELECT STATEMENT,,,CHOOSE,,,,
00zsa9p9wcprj,2671056484,1,FIXED TABLE,FULL,X$KZSPR,,,,,
00zsa9p9wcprj,2671056484,0,SELECT STATEMENT,,,CHOOSE,,,,
00zsa9p9wcprj,2671056484,1,FIXED TABLE,FULL,X$KZSPR,,,,,
gy7549hu2wpss,2657262937,0,SELECT STATEMENT,,,CHOOSE,,,,
gy7549hu2wpss,2657262937,1,FIXED TABLE,FULL,X$KQLFXPL,,,,,
107f5b9wqhpu5,3263765777,0,SELECT STATEMENT,,,CHOOSE,11.0,,,
107f5b9wqhpu5,3263765777,1,VIEW,,DBA_OBJECTS,,11.0,,11.0,
107f5b9wqhpu5,3263765777,2,UNION-ALL,,,,,,,
107f5b9wqhpu5,3263765777,3,TABLE ACCESS,BY INDEX ROWID,SUM$,,1.0,,1.0,
107f5b9wqhpu5,3263765777,4,INDEX,UNIQUE SCAN,I_SUM$_1,,,,,
107f5b9wqhpu5,3263765777,5,FILTER,,,,,,,
107f5b9wqhpu5,3263765777,6,HASH JOIN,,,,4.0,,4.0,
107f5b9wqhpu5,3263765777,7,NESTED LOOPS,,,,4.0,,4.0,
107f5b9wqhpu5,3263765777,8,STATISTICS COLLECTOR,,,,,,,
107f5b9wqhpu5,3263765777,9,NESTED LOOPS,,,,3.0,,3.0,
107f5b9wqhpu5,3263765777,10,TABLE ACCESS,BY INDEX ROWID,USER$,,1.0,,1.0,
107f5b9wqhpu5,3263765777,11,INDEX,UNIQUE SCAN,I_USER1,,,,,
107f5b9wqhpu5,3263765777,12,TABLE ACCESS,BY INDEX ROWID BATCHED,OBJ$,,2.0,,2.0,
107f5b9wqhpu5,3263765777,13,INDEX,RANGE SCAN,I_OBJ5,,1.0,,1.0,
107f5b9wqhpu5,3263765777,14,TABLE ACCESS,CLUSTER,USER$,,1.0,,1.0,
107f5b9wqhpu5,3263765777,15,INDEX,UNIQUE SCAN,I_USER#,,,,,
107f5b9wqhpu5,3263765777,16,INDEX,FULL SCAN,I_USER2,,,,,
107f5b9wqhpu5,3263765777,17,NESTED LOOPS,,,,4.0,,4.0,
107f5b9wqhpu5,3263765777,18,NESTED LOOPS,,,,3.0,,3.0,
107f5b9wqhpu5,3263765777,19,TABLE ACCESS,BY INDEX ROWID,IND$,,2.0,,2.0,
107f5b9wqhpu5,3263765777,20,INDEX,UNIQUE SCAN,I_IND1,,1.0,,1.0,
107f5b9wqhpu5,3263765777,21,TABLE ACCESS,CLUSTER,TAB$,,1.0,,1.0,
107f5b9wqhpu5,3263765777,22,INDEX,RANGE SCAN,I_OBJ1,,1.0,,1.0,
107f5b9wqhpu5,3263765777,23,TABLE ACCESS,CLUSTER,TAB$,,2.0,,2.0,
107f5b9wqhpu5,3263765777,24,INDEX,UNIQUE SCAN,I_OBJ#,,1.0,,1.0,
107f5b9wqhpu5,3263765777,25,TABLE ACCESS,BY INDEX ROWID,SEQ$,,1.0,,1.0,
107f5b9wqhpu5,3263765777,26,INDEX,UNIQUE SCAN,I_SEQ1,,,,,
107f5b9wqhpu5,3263765777,27,TABLE ACCESS,BY INDEX ROWID BATCHED,USER_EDITIONING$,,2.0,,2.0,
107f5b9wqhpu5,3263765777,28,INDEX,RANGE SCAN,I_USER_EDITIONING,,1.0,,1.0,
107f5b9wqhpu5,3263765777,29,TABLE ACCESS,BY INDEX ROWID BATCHED,USER_EDITIONING$,,2.0,,2.0,
107f5b9wqhpu5,3263765777,30,INDEX,RANGE SCAN,I_USER_EDITIONING,,1.0,,1.0,
107f5b9wqhpu5,3263765777,31,NESTED LOOPS,,,,2.0,,2.0,
107f5b9wqhpu5,3263765777,32,INDEX,SKIP SCAN,I_USER2,,1.0,,1.0,
107f5b9wqhpu5,3263765777,33,INDEX,RANGE SCAN,I_OBJ4,,1.0,,1.0,
107f5b9wqhpu5,3263765777,34,FILTER,,,,,,,
107f5b9wqhpu5,3263765777,35,NESTED LOOPS,,,,1.0,,1.0,
107f5b9wqhpu5,3263765777,36,TABLE ACCESS,BY INDEX ROWID,USER$,,1.0,,1.0,
107f5b9wqhpu5,3263765777,37,INDEX,UNIQUE SCAN,I_USER1,,,,,
107f5b9wqhpu5,3263765777,38,INDEX,RANGE SCAN,I_LINK1,,,,,
107f5b9wqhpu5,3263765777,0,SELECT STATEMENT,,,CHOOSE,11.0,,,
107f5b9wqhpu5,3263765777,1,VIEW,,DBA_OBJECTS,,11.0,,11.0,
107f5b9wqhpu5,3263765777,2,UNION-ALL,,,,,,,
107f5b9wqhpu5,3263765777,3,TABLE ACCESS,BY INDEX ROWID,SUM$,,1.0,,1.0,
107f5b9wqhpu5,3263765777,4,INDEX,UNIQUE SCAN,I_SUM$_1,,,,,
107f5b9wqhpu5,3263765777,5,FILTER,,,,,,,
107f5b9wqhpu5,3263765777,6,HASH JOIN,,,,4.0,,4.0,
107f5b9wqhpu5,3263765777,7,NESTED LOOPS,,,,4.0,,4.0,
107f5b9wqhpu5,3263765777,8,STATISTICS COLLECTOR,,,,,,,
107f5b9wqhpu5,3263765777,9,NESTED LOOPS,,,,3.0,,3.0,
107f5b9wqhpu5,3263765777,10,TABLE ACCESS,BY INDEX ROWID,USER$,,1.0,,1.0,
107f5b9wqhpu5,3263765777,11,INDEX,UNIQUE SCAN,I_USER1,,,,,
107f5b9wqhpu5,3263765777,12,TABLE ACCESS,BY INDEX ROWID BATCHED,OBJ$,,2.0,,2.0,
107f5b9wqhpu5,3263765777,13,INDEX,RANGE SCAN,I_OBJ5,,1.0,,1.0,
107f5b9wqhpu5,3263765777,14,TABLE ACCESS,CLUSTER,USER$,,1.0,,1.0,
107f5b9wqhpu5,3263765777,15,INDEX,UNIQUE SCAN,I_USER#,,,,,
107f5b9wqhpu5,3263765777,16,INDEX,FULL SCAN,I_USER2,,,,,
107f5b9wqhpu5,3263765777,17,NESTED LOOPS,,,,4.0,,4.0,
107f5b9wqhpu5,3263765777,18,NESTED LOOPS,,,,3.0,,3.0,
107f5b9wqhpu5,3263765777,19,TABLE ACCESS,BY INDEX ROWID,IND$,,2.0,,2.0,
107f5b9wqhpu5,3263765777,20,INDEX,UNIQUE SCAN,I_IND1,,1.0,,1.0,
107f5b9wqhpu5,3263765777,21,TABLE ACCESS,CLUSTER,TAB$,,1.0,,1.0,
107f5b9wqhpu5,3263765777,22,INDEX,RANGE SCAN,I_OBJ1,,1.0,,1.0,
107f5b9wqhpu5,3263765777,23,TABLE ACCESS,CLUSTER,TAB$,,2.0,,2.0,
107f5b9wqhpu5,3263765777,24,INDEX,UNIQUE SCAN,I_OBJ#,,1.0,,1.0,
107f5b9wqhpu5,3263765777,25,TABLE ACCESS,BY INDEX ROWID,SEQ$,,1.0,,1.0,
107f5b9wqhpu5,3263765777,26,INDEX,UNIQUE SCAN,I_SEQ1,,,,,
107f5b9wqhpu5,3263765777,27,TABLE ACCESS,BY INDEX ROWID BATCHED,USER_EDITIONING$,,2.0,,2.0,
107f5b9wqhpu5,3263765777,28,INDEX,RANGE SCAN,I_USER_EDITIONING,,1.0,,1.0,
107f5b9wqhpu5,3263765777,29,TABLE ACCESS,BY INDEX ROWID BATCHED,USER_EDITIONING$,,2.0,,2.0,
107f5b9wqhpu5,3263765777,30,INDEX,RANGE SCAN,I_USER_EDITIONING,,1.0,,1.0,
107f5b9wqhpu5,3263765777,31,NESTED LOOPS,,,,2.0,,2.0,
107f5b9wqhpu5,3263765777,32,INDEX,SKIP SCAN,I_USER2,,1.0,,1.0,
107f5b9wqhpu5,3263765777,33,INDEX,RANGE SCAN,I_OBJ4,,1.0,,1.0,
107f5b9wqhpu5,3263765777,34,FILTER,,,,,,,
107f5b9wqhpu5,3263765777,35,NESTED LOOPS,,,,1.0,,1.0,
107f5b9wqhpu5,3263765777,36,TABLE ACCESS,BY INDEX ROWID,USER$,,1.0,,1.0,
107f5b9wqhpu5,3263765777,37,INDEX,UNIQUE SCAN,I_USER1,,,,,
107f5b9wqhpu5,3263765777,38,INDEX,RANGE SCAN,I_LINK1,,,,,
b9p45hkcx0pwh,1388734953,0,SELECT STATEMENT,,,CHOOSE,2.0,,,
b9p45hkcx0pwh,1388734953,1,FAST DUAL,,,,2.0,7271.0,2.0,1.0
4aav4kp8w4pws,3846302241,0,SELECT STATEMENT,,,CHOOSE,1.0,,,
4aav4kp8w4pws,3846302241,1,TABLE ACCESS,BY USER ROWID,PARTOBJ$,,1.0,7771.0,1.0,1.0
a81vzf0fa0q1p,1899809755,0,DELETE STATEMENT,,,CHOOSE,3.0,,,
a81vzf0fa0q1p,1899809755,1,DELETE,,WRI$_OPTSTAT_IND_HISTORY,,,,,
a81vzf0fa0q1p,1899809755,2,COUNT,STOPKEY,,,,,,
a81vzf0fa0q1p,1899809755,3,FILTER,,,,,,,
a81vzf0fa0q1p,1899809755,4,TABLE ACCESS,BY INDEX ROWID BATCHED,WRI$_OPTSTAT_IND_HISTORY,,1.0,7321.0,1.0,1.0
a81vzf0fa0q1p,1899809755,5,INDEX,RANGE SCAN,I_WRI$_OPTSTAT_IND_ST,,1.0,7321.0,1.0,1.0
a81vzf0fa0q1p,1899809755,6,INDEX,RANGE SCAN,I_OBJ1,,2.0,14443.0,2.0,1.0
fs3k3k8vxwqf2,2911772992,0,SELECT STATEMENT,,,ALL_ROWS,2.0,,,
fs3k3k8vxwqf2,2911772992,1,TABLE ACCESS,FULL,CONFIG$,,2.0,,2.0,
fs3k3k8vxwqf2,2911772992,0,SELECT STATEMENT,,,ALL_ROWS,2.0,,,
fs3k3k8vxwqf2,2911772992,1,TABLE ACCESS,FULL,CONFIG$,,2.0,,2.0,
fs3k3k8vxwqf2,2911772992,0,SELECT STATEMENT,,,ALL_ROWS,2.0,,,
fs3k3k8vxwqf2,2911772992,1,TABLE ACCESS,FULL,CONFIG$,,2.0,,2.0,
a3jff8sdb4qwn,3448764692,0,SELECT STATEMENT,,,CHOOSE,6.0,,,
a3jff8sdb4qwn,3448764692,1,SORT,ORDER BY,,,6.0,76278416.0,4.0,1.0
a3jff8sdb4qwn,3448764692,2,HASH JOIN,OUTER,,,5.0,38455631.0,4.0,1.0
a3jff8sdb4qwn,3448764692,3,JOIN FILTER,CREATE,:BF0000,,2.0,16163.0,2.0,1.0
a3jff8sdb4qwn,3448764692,4,TABLE ACCESS,CLUSTER,IND$,,2.0,16163.0,2.0,1.0
a3jff8sdb4qwn,3448764692,5,INDEX,UNIQUE SCAN,I_OBJ#,,1.0,8171.0,1.0,1.0
a3jff8sdb4qwn,3448764692,6,VIEW,,,,3.0,37838918.0,2.0,1.0
a3jff8sdb4qwn,3448764692,7,SORT,GROUP BY,,,3.0,37838918.0,2.0,1.0
a3jff8sdb4qwn,3448764692,8,JOIN FILTER,USE,:BF0000,,2.0,15773.0,2.0,1.0
a3jff8sdb4qwn,3448764692,9,TABLE ACCESS,CLUSTER,CDEF$,,2.0,15773.0,2.0,1.0
a3jff8sdb4qwn,3448764692,10,INDEX,UNIQUE SCAN,I_COBJ#,,1.0,8171.0,1.0,1.0
882bsw83vsqzq,1247347709,0,SELECT STATEMENT,,,CHOOSE,1.0,,,
882bsw83vsqzq,1247347709,1,FOR UPDATE,,,,,,,
882bsw83vsqzq,1247347709,2,INDEX,UNIQUE SCAN,I_CONTAINER2,,0.0,1050.0,0.0,
5wgaf5q18nr26,735420252,0,SELECT STATEMENT,,,ALL_ROWS,1.0,,,
5wgaf5q18nr26,735420252,1,MERGE JOIN,CARTESIAN,,,0.0,730000.0,0.0,
5wgaf5q18nr26,735420252,2,FIXED TABLE,FULL,X$KCCDI,,0.0,380000.0,0.0,
5wgaf5q18nr26,735420252,3,BUFFER,SORT,,,0.0,350000.0,0.0,
5wgaf5q18nr26,735420252,4,FIXED TABLE,FULL,X$KCCDI2,,0.0,350000.0,0.0,
f3yfg50ga0r8n,4276582153,0,SELECT STATEMENT,,,CHOOSE,3.0,,,
f3yfg50ga0r8n,4276582153,1,TABLE ACCESS,BY INDEX ROWID BATCHED,OBJ$,,3.0,22104.0,3.0,1.0
f3yfg50ga0r8n,4276582153,2,INDEX,RANGE SCAN,I_OBJ4,,2.0,14643.0,2.0,1.0
0hua03gmxnr8w,94788420,0,SELECT STATEMENT,,,ALL_ROWS,2.0,,,
0hua03gmxnr8w,94788420,1,TABLE ACCESS,FULL,REG$,,2.0,8221.0,2.0,1.0
19dnr6u8v4raz,2048592172,0,SELECT STATEMENT,,,ALL_ROWS,2.0,,,
19dnr6u8v4raz,2048592172,1,SORT,AGGREGATE,,,,,,
19dnr6u8v4raz,2048592172,2,TABLE ACCESS,FULL,CLOUD,,2.0,7121.0,2.0,1.0
19dnr6u8v4raz,2048592172,0,SELECT STATEMENT,,,ALL_ROWS,2.0,,,
19dnr6u8v4raz,2048592172,1,SORT,AGGREGATE,,,,,,
19dnr6u8v4raz,2048592172,2,TABLE ACCESS,FULL,CLOUD,,2.0,7121.0,2.0,1.0
d3j9rb7wshrgb,3410197392,0,SELECT STATEMENT,,,CHOOSE,2.0,,,
d3j9rb7wshrgb,3410197392,1,TABLE ACCESS,CLUSTER,COL$,,2.0,15793.0,2.0,1.0
d3j9rb7wshrgb,3410197392,2,INDEX,UNIQUE SCAN,I_OBJ#,,1.0,8171.0,1.0,1.0
4pv374h724rgv,869954730,0,SELECT STATEMENT,,,CHOOSE,,,,
4pv374h724rgv,869954730,1,SORT,AGGREGATE,,,,,,
4pv374h724rgv,869954730,2,MERGE JOIN,,,,,,,
4pv374h724rgv,869954730,3,VIEW,,,,,,,
4pv374h724rgv,869954730,4,SORT,UNIQUE,,,,,,
4pv374h724rgv,869954730,5,VIEW,,,,,,,
4pv374h724rgv,869954730,6,UNION-ALL,,,,,,,
4pv374h724rgv,869954730,7,FIXED TABLE,FULL,X$KEWX_SEGMENTS,,,,,
4pv374h724rgv,869954730,8,FIXED TABLE,FULL,X$KEWX_LOBS,,,,,
